fragment_id,polymer,condition,n_scenarios,CMI_mean,CMI_median,CMI_p90,CMI_p95,CMI_max,P_mobilization_or_higher,P_aging_amplified,MRI_mean,Msoil_mean,interpretation_flag
PET_COOH,PET,oxidized,806400,0.0722267971928642,0.042784237211367274,0.17872132132854163,0.24360445937090236,0.8499736068117154,0.24315848214285715,0.04673611111111111,0.7985891780544575,0.16190461405099044,descriptor usable
PE_COOH,PE,oxidized,806400,0.0536047851619965,0.03172539106168322,0.13258050880720254,0.18082407358246552,0.6440758256635282,0.16311507936507935,0.0187859623015873,0.5926913969062703,0.16190461405099044,use geometry/relative-stability descriptor; raw Eads excluded
PET_F,PET,fresh,806400,0.05203024867850949,0.03079110451420844,0.1287315889483898,0.1755223347141196,0.6266666666666666,0.1556324404761905,0.016887400793650795,0.5752822379094087,0.16190461405099044,descriptor usable
PE_F,PE,fresh,806400,0.0053013678282085525,0.0024179725215418614,0.013903156692009758,0.020408806583909533,0.11,6.200396825396825e-06,0.0,0.058615571242742026,0.16190461405099044,use geometry/relative-stability descriptor; raw Eads excluded
