n_soil_scenarios,Msoil_min,Msoil_mean,Msoil_median,Msoil_max,high_or_very_high_fraction,very_high_fraction
19200,0.0,0.16190461405099046,0.12006195849950844,1.0,0.02578125,0.0033854166666666668
