complex_id,fragment_id,polymer,condition,selection_role,pose_number,xTB_relative_energy_kcal_mol,xTB_Cd_MP_O_min_A,xTB_Cd_surface_min_A,xTB_Cd_O_contacts_2p9A,DFT_E_complex_Eh,DFT_E_fragment_Eh,DFT_E_CdH2O6_Eh,DFT_Eads_Eh,DFT_Eads_kcal_mol,DFT_Eads_eV,DFT_complex_converged,DFT_fragment_converged,DFT_CdH2O6_converged,DFT_complex_basis,DFT_fragment_basis,DFT_CdH2O6_basis,DFT_solvent_status,DFT_HOMO_eV,DFT_LUMO_eV,DFT_gap_eV,DFT_dipole_D,DFT_Cd_mulliken_charge,geom_Cd_MP_O_min_A,geom_Cd_surface_min_A,geom_Cd_O_contacts_2p9A,geom_Cd_fragment_contacts_3p0A,xyz_path,dft_log_path,error_complex,error_fragment,error_cd
PET_COOH_CdH2O6_pose03,PET_COOH,PET,oxidized,Cd_O_contact_bound,3,9.488189752402736,2.396404596530099,2.396404596530099,2,-1311.9726054078915,-686.7099662115573,-625.2518574300707,-0.010781766263448844,-6.765655366210521,-0.2933868035564842,True,True,True,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,ddCOSMO_water_eps_78.3553,-6.181723416059926,-2.8061156921717147,3.375607723888211,66.71791662501026,0.4896726985068618,2.396404596530099,2.396404596530099,2,2,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/selected_structures_QC/PET_COOH_CdH2O6_pose03_Cd_O_contact_bound.xyz,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/dft_logs/PET_COOH_CdH2O6_pose03_dft.log,,,
PET_COOH_CdH2O6_pose05,PET_COOH,PET,oxidized,detached_hydrated_reference,5,0.0,3.508051536832127,3.508051536832127,0,-1311.9814625963945,-686.7299018734351,-625.2236798721685,-0.02788085079089342,-17.495484798942737,-0.7586765928794061,True,True,True,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,ddCOSMO_water_eps_78.3553,-6.36823121497845,-2.9178877443401587,3.450343470638291,66.277030335677,0.5128622372338256,3.508051536832127,3.508051536832127,0,0,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/selected_structures_QC/PET_COOH_CdH2O6_pose05_detached_hydrated_reference.xyz,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/dft_logs/PET_COOH_CdH2O6_pose05_dft.log,,,
PET_F_CdH2O6_pose01,PET_F,PET,fresh,Cd_O_contact_bound,1,7.64741252945565,2.418730611847845,2.418730611847845,2,-1390.4104995296066,-765.1470689561675,-625.248984179507,-0.014446393932075807,-9.065242209922959,-0.3931064015937726,True,True,True,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,ddCOSMO_water_eps_78.3553,-6.093116583736995,-2.502100199811402,3.591016383925593,59.14405587104503,0.47824155815065694,2.418730611847845,2.418730611847845,2,2,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/selected_structures_QC/PET_F_CdH2O6_pose01_Cd_O_contact_bound.xyz,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/dft_logs/PET_F_CdH2O6_pose01_dft.log,,,
PET_F_CdH2O6_pose05,PET_F,PET,fresh,detached_hydrated_reference,5,0.0,3.506314973504314,3.506314973504314,0,-1390.4113776785557,-765.1612289148036,-625.2205061877979,-0.029642575954198946,-18.600983194443426,-0.8066155763240259,True,True,True,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,ddCOSMO_water_eps_78.3553,-6.405233328302638,-2.5670742842741525,3.838159044028486,74.26630119170726,0.5072709981409709,3.506314973504314,3.506314973504314,0,0,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/selected_structures_QC/PET_F_CdH2O6_pose05_detached_hydrated_reference.xyz,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/dft_logs/PET_F_CdH2O6_pose05_dft.log,,,
PE_COOH_CdH2O6_pose01,PE_COOH,PE,oxidized,Cd_O_contact_bound,1,117.00301834526276,2.3582976833277205,2.3582976833277205,2,-1128.3130965384762,-503.0246418356803,-625.087011052513,-0.20144365028284028,-126.40770354533483,-5.481560925095376,True,True,True,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,ddCOSMO_water_eps_78.3553,-5.564795629709299,-2.6438303434021124,2.9209652863071867,46.03121439014019,0.4019853426245419,2.3582976833277205,2.3582976833277205,2,3,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/selected_structures_QC/PE_COOH_CdH2O6_pose01_Cd_O_contact_bound.xyz,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/dft_logs/PE_COOH_CdH2O6_pose01_dft.log,,,
PE_COOH_CdH2O6_pose02,PE_COOH,PE,oxidized,detached_hydrated_reference,2,0.0,3.373912729502456,2.754470913079769,0,-1128.5056870784688,-503.04189158473775,-625.0872990941041,-0.37649639962694437,-236.25487923350423,-10.24498885785904,True,False,True,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,ddCOSMO_water_eps_78.3553,-6.2645122777991284,-1.1951541813005002,5.069358096498628,88.97868155394666,0.5303983532671914,3.373912729502456,2.754470913079769,0,1,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/selected_structures_QC/PE_COOH_CdH2O6_pose02_detached_hydrated_reference.xyz,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/dft_logs/PE_COOH_CdH2O6_pose02_dft.log,,,
PE_F_CdH2O6_pose05,PE_F,PE,fresh,weak_nonpolar_reference,5,0.0,,3.836154255911751,0,-1018.697427386461,-393.4621301027753,-625.2305631495087,-0.004734134176942462,-2.9707118032389874,-0.12882235246457363,True,True,True,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,ddCOSMO_water_eps_78.3553,-6.6737900945539765,-1.1554850031207478,5.518305091433229,91.60597866252934,0.5332337192679084,,3.836154255911751,0,0,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/selected_structures_QC/PE_F_CdH2O6_pose05_weak_nonpolar_reference.xyz,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/dft_logs/PE_F_CdH2O6_pose05_dft.log,,,
PE_F_CdH2O6_pose03,PE_F,PE,fresh,weak_surface_contact_control,3,9.744243925723469,,3.209229929046168,0,-1018.6867425112093,-393.2510962066216,-624.5770017354156,-0.8586445691721565,-538.8071949566507,-23.364908808547252,True,False,False,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,def2svp_all_def2ecp_Cd,ddCOSMO_water_eps_78.3553,-6.936518778461984,-1.1699124103006502,5.766606368161334,50.98433165908423,0.5343796777352807,,3.209229929046168,0,0,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/selected_structures_QC/PE_F_CdH2O6_pose03_weak_surface_contact_control.xyz,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/05_dft_refinement/dft_logs/PE_F_CdH2O6_pose03_dft.log,,,
