feature,model,permutation_importance_mean,permutation_importance_sd,tree_importance,R2,MAE
Msoil,direct_equation_audit,1.3549936416333388,0.006528297304942044,0.5376148106169658,0.9998275271752719,0.0004424581369017799
MRI,direct_equation_audit,0.6809427644539425,0.010793148406322284,0.21807598495778943,0.9998275271752719,0.0004424581369017799
Cd_total_factor,direct_equation_audit,0.6503274946509152,0.009875770015705112,0.24430920442524476,0.9998275271752719,0.0004424581369017799
