cd_model,formal_charge,multiplicity,description,xyz_path
Cd_H2O6,2,1,Hydrated cadmium model used as the main Cd species,/content/drive/MyDrive/Article1_MP_Cd_Soil_Computation/02_cd_models/Cd_H2O6.xyz
